2745;Laranjeiras do Sul;PR;0.706;0.709;0.835;0.594
2746;Lassance;MG;0.629;0.614;0.795;0.511
2747;Lastro;PB;0.533;0.532;0.747;0.380
2748;Laurentino;SC;0.749;0.742;0.855;0.662
2749;Lauro de Freitas;BA;0.754;0.781;0.827;0.663
2750;Lauro Muller;SC;0.735;0.714;0.822;0.677
2751;Lavandeira;TO;0.660;0.598;0.775;0.620
2752;Lavínia;SP;0.721;0.698;0.820;0.655
2753;Lavras;MG;0.782;0.757;0.880;0.719
2754;Lavras da Mangabeira;CE;0.613;0.576;0.778;0.515
2755;Lavras do Sul;RS;0.699;0.683;0.868;0.577
2756;Lavrinhas;SP;0.729;0.665;0.823;0.707
2757;Leandro Ferreira;MG;0.710;0.707;0.875;0.579
2758;Lebon Régis;SC;0.649;0.632;0.806;0.537
2759;Leme;SP;0.744;0.729;0.851;0.665
2760;Leme do Prado;MG;0.670;0.602;0.779;0.640
2761;Lençóis;BA;0.623;0.613;0.775;0.510
2762;Lençóis Paulista;SP;0.764;0.743;0.837;0.717
2763;Leoberto Leal;SC;0.686;0.740;0.818;0.533
2764;Leopoldina;MG;0.726;0.696;0.867;0.635
2765;Leopoldo de Bulhões;GO;0.659;0.665;0.812;0.529
2766;Leópolis;PR;0.707;0.657;0.812;0.663
2767;Liberato Salzano;RS;0.685;0.680;0.810;0.583
2768;Liberdade;MG;0.672;0.679;0.834;0.537
2769;Licínio de Almeida;BA;0.621;0.582;0.775;0.531
2770;Lidianópolis;PR;0.680;0.657;0.802;0.598
2771;Lima Campos;MA;0.581;0.578;0.705;0.481
2772;Lima Duarte;MG;0.710;0.705;0.861;0.590
2773;Limeira;SP;0.775;0.761;0.852;0.719
2774;Limeira do Oeste;MG;0.710;0.693;0.834;0.620
2775;Limoeiro;PE;0.663;0.628;0.797;0.583
2776;Limoeiro de Anadia;AL;0.580;0.575;0.742;0.457
2777;Limoeiro do Ajuru;PA;0.541;0.493;0.754;0.425
2778;Limoeiro do Norte;CE;0.682;0.633;0.804;0.623
2779;Lindoeste;PR;0.666;0.652;0.769;0.588
2780;Lindóia;SP;0.742;0.722;0.864;0.654
2781;Lindóia do Sul;SC;0.743;0.747;0.865;0.636
2782;Lindolfo Collor;RS;0.712;0.712;0.842;0.601
2783;Linha Nova;RS;0.749;0.751;0.846;0.662
2784;Linhares;ES;0.724;0.721;0.834;0.630
2785;Lins;SP;0.786;0.762;0.869;0.733
2786;Livramento;PB;0.566;0.523;0.732;0.473
2787;Livramento de Nossa Senhora;BA;0.611;0.587;0.793;0.491
2788;Lizarda;TO;0.570;0.584;0.765;0.415
2789;Loanda;PR;0.725;0.724;0.815;0.645
2790;Lobato;PR;0.744;0.708;0.841;0.692
2791;Logradouro;PB;0.583;0.544;0.776;0.470
2792;Londrina;PR;0.778;0.789;0.837;0.712
2793;Lontra;MG;0.646;0.589;0.794;0.577
2794;Lontras;SC;0.704;0.735;0.820;0.579
2795;Lorena;SP;0.766;0.736;0.856;0.713
2796;Loreto;MA;0.582;0.516;0.771;0.495
2797;Lourdes;SP;0.742;0.697;0.816;0.717
2798;Louveira;SP;0.777;0.783;0.861;0.697
2799;Lucas do Rio Verde;MT;0.768;0.766;0.833;0.710
2800;Lucélia;SP;0.752;0.728;0.841;0.695
2801;Lucena;PB;0.583;0.577;0.734;0.469
2802;Lucianópolis;SP;0.733;0.736;0.809;0.662
2803;Luciara;MT;0.676;0.617;0.788;0.634
2804;Lucrécia;RN;0.646;0.624;0.785;0.551
2805;Luís Antônio;SP;0.731;0.709;0.822;0.671
2806;Luís Correia;PI;0.541;0.544;0.730;0.398
2807;Luís Domingues;MA;0.588;0.541;0.734;0.512
2808;Luís Eduardo Magalhães;BA;0.716;0.754;0.826;0.590
2809;Luís Gomes;RN;0.608;0.545;0.776;0.531
2810;Luisburgo;MG;0.608;0.610;0.809;0.455
2811;Luislândia;MG;0.614;0.568;0.799;0.509
2812;Luiz Alves;SC;0.737;0.766;0.870;0.600
2813;Luiziana;PR;0.668;0.659;0.781;0.580
2814;Luiziânia;SP;0.702;0.682;0.815;0.623
2815;Luminárias;MG;0.678;0.656;0.821;0.578
2816;Lunardelli;PR;0.690;0.655;0.826;0.607
2817;Lupércio;SP;0.724;0.679;0.830;0.674
2818;Lupionópolis;PR;0.710;0.703;0.856;0.595
2819;Lutécia;SP;0.720;0.670;0.846;0.659
2820;Luz;MG;0.724;0.723;0.833;0.630
2821;Luzerna;SC;0.789;0.781;0.877;0.718
2822;Luziânia;GO;0.701;0.689;0.831;0.602
2823;Luzilândia;PI;0.545;0.550;0.700;0.420
2824;Luzinópolis;TO;0.639;0.593;0.726;0.605
2825;Macaé;RJ;0.764;0.792;0.828;0.681
2826;Macaíba;RN;0.640;0.613;0.784;0.545
2827;Macajuba;BA;0.524;0.515;0.780;0.358
2828;Maçambará;RS;0.684;0.664;0.832;0.580
2829;Macambira;SE;0.583;0.573;0.728;0.474
2830;Macapá;AP;0.733;0.723;0.820;0.663
2831;Macaparana;PE;0.609;0.571;0.778;0.508
2832;Macarani;BA;0.605;0.607;0.782;0.466
2833;Macatuba;SP;0.770;0.763;0.859;0.697
2834;Macau;RN;0.665;0.650;0.792;0.572
2835;Macaubal;SP;0.743;0.720;0.844;0.676
2836;Macaúbas;BA;0.609;0.557;0.791;0.513
2837;Macedônia;SP;0.740;0.705;0.852;0.675
2838;Maceió;AL;0.721;0.739;0.799;0.635
2839;Machacalis;MG;0.640;0.607;0.783;0.552
2840;Machadinho;RS;0.692;0.711;0.807;0.577
2841;Machadinho D'Oeste;RO;0.596;0.629;0.755;0.446
2842;Machado;MG;0.715;0.719;0.848;0.600
2843;Machados;PE;0.578;0.541;0.767;0.466
2844;Macieira;SC;0.662;0.675;0.806;0.533
2845;Macuco;RJ;0.703;0.687;0.801;0.631
2846;Macururé;BA;0.604;0.547;0.748;0.539
2847;Madalena;CE;0.610;0.536;0.778;0.545
2848;Madeiro;PI;0.563;0.472;0.772;0.489
2849;Madre de Deus;BA;0.708;0.670;0.794;0.667
2850;Madre de Deus de Minas;MG;0.699;0.667;0.856;0.598
2851;Mãe D'Água;PB;0.542;0.520;0.712;0.429
2852;Mãe do Rio;PA;0.599;0.615;0.763;0.458
2853;Maetinga;BA;0.538;0.565;0.751;0.368
2854;Mafra;SC;0.777;0.738;0.880;0.723
2855;Magalhães Barata;PA;0.597;0.524;0.801;0.507
2856;Magalhães de Almeida;MA;0.567;0.502;0.729;0.499
2857;Magda;SP;0.753;0.724;0.823;0.717
2858;Magé;RJ;0.709;0.685;0.832;0.626
2859;Maiquinique;BA;0.576;0.586;0.690;0.472
2860;Mairi;BA;0.572;0.575;0.744;0.438
2861;Mairinque;SP;0.743;0.721;0.831;0.684
2862;Mairiporã;SP;0.788;0.767;0.881;0.723
2863;Mairipotaba;GO;0.745;0.748;0.854;0.648
2864;Major Gercino;SC;0.698;0.738;0.818;0.563
2865;Major Isidoro;AL;0.566;0.566;0.755;0.424
2866;Major Sales;RN;0.617;0.573;0.774;0.529
2867;Major Vieira;SC;0.690;0.653;0.817;0.617
2868;Malacacheta;MG;0.618;0.609;0.768;0.505
2869;Malhada;BA;0.562;0.532;0.734;0.454
2870;Malhada de Pedras;BA;0.578;0.549;0.747;0.471
2871;Malhada dos Bois;SE;0.599;0.560;0.722;0.531
2872;Malhador;SE;0.587;0.587;0.781;0.442
2873;Mallet;PR;0.708;0.681;0.809;0.645
2874;Malta;PB;0.642;0.620;0.800;0.533
2875;Mamanguape;PB;0.585;0.585;0.756;0.453
2876;Mambaí;GO;0.626;0.610;0.816;0.494
2877;Mamborê;PR;0.719;0.698;0.821;0.649
2878;Mamonas;MG;0.618;0.565;0.779;0.537
2879;Mampituba;RS;0.649;0.650;0.813;0.517
2880;Manacapuru;AM;0.614;0.604;0.795;0.481
2881;Manaíra;PB;0.543;0.537;0.698;0.426
2882;Manaquiri;AM;0.596;0.556;0.748;0.510
2883;Manari;PE;0.487;0.477;0.682;0.354
2884;Manaus;AM;0.737;0.738;0.826;0.658
2885;Mâncio Lima;AC;0.625;0.580;0.770;0.546
2886;Mandaguaçu;PR;0.718;0.717;0.825;0.625
2887;Mandaguari;PR;0.751;0.732;0.840;0.689
2888;Mandirituba;PR;0.655;0.677;0.807;0.515
2889;Manduri;SP;0.739;0.730;0.818;0.675
2890;Manfrinópolis;PR;0.645;0.642;0.805;0.520
2891;Manga;MG;0.642;0.624;0.799;0.530
2892;Mangaratiba;RJ;0.753;0.746;0.845;0.676
2893;Mangueirinha;PR;0.688;0.695;0.811;0.579
2894;Manhuaçu;MG;0.689;0.692;0.839;0.563
2895;Manhumirim;MG;0.697;0.679;0.846;0.589
2896;Manicoré;AM;0.582;0.580;0.747;0.456
2897;Manoel Emídio;PI;0.573;0.534;0.758;0.466
2898;Manoel Ribas;PR;0.716;0.725;0.806;0.628
2899;Manoel Urbano;AC;0.551;0.586;0.767;0.373
2900;Manoel Viana;RS;0.655;0.686;0.766;0.534
2901;Manoel Vitorino;BA;0.566;0.538;0.741;0.456
2902;Mansidão;BA;0.599;0.503;0.752;0.568
2903;Mantena;MG;0.675;0.666;0.803;0.575
2904;Mantenópolis;ES;0.657;0.636;0.810;0.551
2905;Maquiné;RS;0.682;0.695;0.880;0.519
2906;Mar de Espanha;MG;0.684;0.694;0.825;0.558
2907;Mar Vermelho;AL;0.577;0.540;0.766;0.465
2908;Mara Rosa;GO;0.691;0.680;0.838;0.579
2909;Maraã;AM;0.498;0.466;0.763;0.348
2910;Marabá;PA;0.668;0.673;0.785;0.564
2911;Marabá Paulista;SP;0.677;0.650;0.809;0.591
2912;Maracaçumé;MA;0.582;0.546;0.719;0.501
2913;Maracaí;SP;0.771;0.711;0.850;0.758
2914;Maracajá;SC;0.768;0.752;0.861;0.699
2915;Maracaju;MS;0.736;0.744;0.873;0.613
2916;Maracanã;PA;0.570;0.534;0.764;0.454
2917;Maracanaú;CE;0.686;0.617;0.788;0.665
2918;Maracás;BA;0.607;0.577;0.747;0.519
2919;Maragogi;AL;0.574;0.556;0.766;0.443
2920;Maragogipe;BA;0.621;0.582;0.793;0.518
2921;Maraial;PE;0.534;0.541;0.698;0.403
2922;Marajá do Sena;MA;0.452;0.400;0.774;0.299
2923;Maranguape;CE;0.659;0.587;0.788;0.618
2924;Maranhãozinho;MA;0.550;0.497;0.719;0.465
2925;Marapanim;PA;0.609;0.570;0.760;0.521
2926;Marapoama;SP;0.752;0.736;0.852;0.679
2927;Maratá;RS;0.697;0.729;0.862;0.540
2928;Marataízes;ES;0.696;0.676;0.847;0.588
2929;Maraú;BA;0.593;0.643;0.801;0.404
2930;Marau;RS;0.774;0.773;0.857;0.699
2931;Maravilha;AL;0.569;0.539;0.742;0.460
2932;Maravilha;SC;0.781;0.758;0.886;0.708
2933;Maravilhas;MG;0.672;0.645;0.845;0.558
2934;Marcação;PB;0.529;0.525;0.691;0.408
2935;Marcelândia;MT;0.701;0.700;0.813;0.604
2936;Marcelino Ramos;RS;0.724;0.735;0.834;0.618
2937;Marcelino Vieira;RN;0.609;0.571;0.776;0.510
2938;Marcionílio Souza;BA;0.561;0.518;0.737;0.463
2939;Marco;CE;0.612;0.564;0.734;0.553
2940;Marcolândia;PI;0.562;0.578;0.700;0.438
2941;Marcos Parente;PI;0.590;0.580;0.717;0.494
2942;Marechal Cândido Rondon;PR;0.774;0.782;0.842;0.704
2943;Marechal Deodoro;AL;0.642;0.641;0.793;0.520
2944;Marechal Floriano;ES;0.710;0.715;0.849;0.589
2945;Marechal Thaumaturgo;AC;0.501;0.479;0.726;0.361
2946;Marema;SC;0.743;0.748;0.862;0.636
2947;Mari;PB;0.548;0.553;0.692;0.429
2948;Maria da Fé;MG;0.702;0.646;0.842;0.637
2949;Maria Helena;PR;0.703;0.680;0.842;0.607
2950;Marialva;PR;0.735;0.733;0.814;0.666
2951;Mariana;MG;0.742;0.705;0.874;0.664
2952;Mariana Pimentel;RS;0.701;0.701;0.866;0.568
2953;Mariano Moro;RS;0.730;0.763;0.843;0.604
2954;Marianópolis do Tocantins;TO;0.631;0.630;0.792;0.504
2955;Mariápolis;SP;0.718;0.684;0.830;0.651
2956;Maribondo;AL;0.597;0.581;0.751;0.487
2957;Maricá;RJ;0.765;0.761;0.850;0.692
2958;Marilac;MG;0.615;0.609;0.781;0.488
2959;Marilândia;ES;0.696;0.668;0.823;0.612
2960;Marilândia do Sul;PR;0.691;0.664;0.831;0.599
2961;Marilena;PR;0.681;0.651;0.828;0.585
2962;Marília;SP;0.798;0.768;0.854;0.776
2963;Mariluz;PR;0.639;0.653;0.794;0.504
2964;Maringá;PR;0.808;0.806;0.852;0.768
2965;Marinópolis;SP;0.731;0.681;0.825;0.694
2966;Mário Campos;MG;0.699;0.680;0.833;0.604
2967;Mariópolis;PR;0.698;0.717;0.804;0.591
2968;Maripá;PR;0.758;0.736;0.866;0.684
2969;Maripá de Minas;MG;0.680;0.668;0.847;0.555
2970;Marituba;PA;0.676;0.621;0.793;0.628
2971;Marizópolis;PB;0.608;0.582;0.753;0.512
2972;Marliéria;MG;0.657;0.629;0.838;0.537
2973;Marmeleiro;PR;0.722;0.730;0.842;0.613
2974;Marmelópolis;MG;0.650;0.615;0.806;0.553
2975;Marques de Souza;RS;0.687;0.743;0.849;0.515
2976;Marquinho;PR;0.614;0.615;0.814;0.463
2977;Martinho Campos;MG;0.669;0.688;0.844;0.515
2978;Martinópole;CE;0.599;0.541;0.760;0.522
2979;Martinópolis;SP;0.721;0.703;0.832;0.641
2980;Martins;RN;0.622;0.580;0.772;0.538
2981;Martins Soares;MG;0.635;0.619;0.809;0.512
2982;Maruim;SE;0.618;0.590;0.781;0.511
2983;Marumbi;PR;0.721;0.705;0.826;0.643
2984;Marzagão;GO;0.699;0.692;0.822;0.601
2985;Mascote;BA;0.581;0.567;0.744;0.464
2986;Massapê;CE;0.616;0.541;0.778;0.554
2987;Massapê do Piauí;PI;0.525;0.514;0.730;0.386
2988;Massaranduba;PB;0.567;0.552;0.747;0.441
2989;Massaranduba;SC;0.774;0.749;0.867;0.714
2990;Mata;RS;0.656;0.660;0.807;0.529
2991;Mata de São João;BA;0.668;0.648;0.818;0.562
2992;Mata Grande;AL;0.504;0.506;0.685;0.369
2993;Mata Roma;MA;0.570;0.483;0.776;0.494
2994;Mata Verde;MG;0.581;0.581;0.749;0.450
2995;Matão;SP;0.773;0.766;0.847;0.713
2996;Mataraca;PB;0.536;0.533;0.675;0.427
2997;Mateiros;TO;0.607;0.586;0.823;0.463
2998;Matelândia;PR;0.725;0.715;0.831;0.642
2999;Materlândia;MG;0.597;0.557;0.769;0.497
3000;Mateus Leme;MG;0.704;0.688;0.839;0.604
3001;Mathias Lobato;MG;0.612;0.596;0.795;0.483
3002;Matias Barbosa;MG;0.720;0.703;0.862;0.616
3003;Matias Cardoso;MG;0.616;0.584;0.799;0.501
3004;Matias Olímpio;PI;0.562;0.521;0.779;0.438
3005;Matina;BA;0.572;0.538;0.740;0.469
3006;Matinha;MA;0.619;0.579;0.731;0.560
3007;Matinhas;PB;0.541;0.531;0.747;0.400
3008;Matinhos;PR;0.743;0.743;0.834;0.662
3009;Matipó;MG;0.631;0.630;0.780;0.511
3010;Mato Castelhano;RS;0.727;0.752;0.839;0.608
3011;Mato Grosso;PB;0.565;0.566;0.760;0.419
3012;Mato Leitão;RS;0.746;0.721;0.853;0.676
3013;Mato Queimado;RS;0.717;0.702;0.870;0.603
3014;Mato Rico;PR;0.632;0.580;0.812;0.536
3015;Mato Verde;MG;0.662;0.604;0.789;0.610
3016;Matões;MA;0.550;0.519;0.739;0.434
3017;Matões do Norte;MA;0.533;0.452;0.768;0.436
3018;Matos Costa;SC;0.657;0.630;0.831;0.541
3019;Matozinhos;MG;0.731;0.690;0.864;0.654
3020;Matrinchã;GO;0.679;0.651;0.840;0.572
3021;Matriz de Camaragibe;AL;0.584;0.541;0.777;0.473
3022;Matupá;MT;0.716;0.706;0.824;0.631
3023;Maturéia;PB;0.572;0.540;0.730;0.474
3024;Matutina;MG;0.707;0.744;0.859;0.552
3025;Mauá;SP;0.766;0.721;0.852;0.733
3026;Mauá da Serra;PR;0.652;0.661;0.793;0.529
3027;Maués;AM;0.588;0.549;0.800;0.464
3028;Maurilândia;GO;0.677;0.682;0.823;0.554
3029;Maurilândia do Tocantins;TO;0.580;0.542;0.724;0.498
3030;Mauriti;CE;0.605;0.544;0.772;0.526
3031;Maxaranguape;RN;0.608;0.582;0.764;0.506
3032;Maximiliano de Almeida;RS;0.699;0.699;0.825;0.591
3033;Mazagão;AP;0.592;0.609;0.758;0.449
3034;Medeiros;MG;0.711;0.722;0.851;0.584
3035;Medeiros Neto;BA;0.625;0.626;0.777;0.501
3036;Medianeira;PR;0.763;0.762;0.849;0.686
3037;Medicilândia;PA;0.582;0.605;0.800;0.408
3038;Medina;MG;0.624;0.624;0.821;0.475
3039;Meleiro;SC;0.738;0.734;0.808;0.679
3040;Melgaço;PA;0.418;0.454;0.776;0.207
3041;Mendes;RJ;0.736;0.707;0.806;0.700
3042;Mendes Pimentel;MG;0.626;0.617;0.768;0.518
3043;Mendonça;SP;0.744;0.720;0.863;0.663
3044;Mercedes;PR;0.740;0.708;0.843;0.680
3045;Mercês;MG;0.664;0.683;0.831;0.515
3046;Meridiano;SP;0.731;0.717;0.817;0.667
3047;Meruoca;CE;0.618;0.559;0.761;0.554
3048;Mesópolis;SP;0.724;0.674;0.847;0.666
3049;Mesquita;MG;0.656;0.638;0.796;0.555
3050;Mesquita;RJ;0.737;0.704;0.839;0.678
3051;Messias;AL;0.568;0.557;0.714;0.460
3052;Messias Targino;RN;0.644;0.608;0.779;0.565
3053;Miguel Alves;PI;0.539;0.533;0.742;0.396
3054;Miguel Calmon;BA;0.586;0.571;0.745;0.472
3055;Miguel Leão;PI;0.623;0.579;0.782;0.533
3056;Miguel Pereira;RJ;0.745;0.740;0.828;0.675
3057;Miguelópolis;SP;0.741;0.712;0.863;0.661
3058;Milagres;BA;0.622;0.590;0.789;0.518
3059;Milagres;CE;0.628;0.561;0.777;0.569
3060;Milagres do Maranhão;MA;0.527;0.465;0.764;0.413
3061;Milhã;CE;0.626;0.560;0.784;0.558
3062;Milton Brandão;PI;0.508;0.476;0.772;0.357
3063;Mimoso de Goiás;GO;0.665;0.656;0.825;0.543
3064;Mimoso do Sul;ES;0.670;0.672;0.827;0.541
3065;Minaçu;GO;0.707;0.691;0.803;0.637
3066;Minador do Negrão;AL;0.563;0.541;0.767;0.430
3067;Minas do Leão;RS;0.681;0.743;0.826;0.514
3068;Minas Novas;MG;0.633;0.600;0.802;0.528
3069;Minduri;MG;0.658;0.631;0.805;0.560
3070;Mineiros;GO;0.718;0.753;0.840;0.584
3071;Mineiros do Tietê;SP;0.730;0.719;0.823;0.658
3072;Ministro Andreazza;RO;0.638;0.647;0.776;0.518
3073;Mira Estrela;SP;0.743;0.697;0.806;0.731
3074;Mirabela;MG;0.665;0.596;0.794;0.622
3075;Miracatu;SP;0.697;0.645;0.803;0.655
3076;Miracema;RJ;0.713;0.696;0.805;0.646
3077;Miracema do Tocantins;TO;0.684;0.675;0.820;0.579
3078;Mirador;MA;0.545;0.485;0.740;0.451
3079;Mirador;PR;0.680;0.656;0.800;0.599
3080;Miradouro;MG;0.663;0.645;0.827;0.546
3081;Miraguaí;RS;0.725;0.744;0.837;0.613
3082;Miraí;MG;0.680;0.663;0.837;0.567
3083;Miraíma;CE;0.592;0.510;0.778;0.523
3084;Miranda;MS;0.632;0.638;0.782;0.507
3085;Miranda do Norte;MA;0.610;0.550;0.751;0.550
3086;Mirandiba;PE;0.591;0.512;0.769;0.525
3087;Mirandópolis;SP;0.751;0.732;0.869;0.665
3088;Mirangaba;BA;0.542;0.512;0.685;0.454
3089;Miranorte;TO;0.662;0.633;0.804;0.571
3090;Mirante;BA;0.527;0.524;0.722;0.386
3091;Mirante da Serra;RO;0.643;0.673;0.800;0.494
3092;Mirante do Paranapanema;SP;0.724;0.670;0.841;0.674
3093;Miraselva;PR;0.748;0.694;0.854;0.707
3094;Mirassol;SP;0.762;0.748;0.846;0.698
3095;Mirassol D'Oeste;MT;0.704;0.723;0.816;0.592
3096;Mirassolândia;SP;0.738;0.704;0.829;0.690
3097;Miravânia;MG;0.593;0.544;0.781;0.492
3098;Mirim Doce;SC;0.708;0.683;0.821;0.633
3099;Mirinzal;MA;0.622;0.546;0.756;0.582
3100;Missal;PR;0.711;0.714;0.828;0.608
3101;Missão Velha;CE;0.622;0.579;0.754;0.552
3102;Mocajuba;PA;0.575;0.539;0.754;0.467
3103;Mococa;SP;0.762;0.756;0.827;0.709
3104;Modelo;SC;0.760;0.751;0.886;0.659
3105;Moeda;MG;0.638;0.657;0.800;0.494
3106;Moema;MG;0.721;0.703;0.848;0.629
3107;Mogeiro;PB;0.574;0.538;0.732;0.481
3108;Mogi das Cruzes;SP;0.783;0.762;0.851;0.740
3109;Mogi Guaçu;SP;0.774;0.740;0.852;0.736
3110;Mogi Mirim;SP;0.784;0.767;0.879;0.715
3111;Moiporá;GO;0.696;0.652;0.818;0.632
3112;Moita Bonita;SE;0.587;0.596;0.792;0.429
3113;Moju;PA;0.547;0.578;0.757;0.375
3114;Mombaça;CE;0.582;0.549;0.735;0.489
3115;Mombuca;SP;0.719;0.746;0.820;0.607
3116;Monção;MA;0.546;0.499;0.704;0.464
3117;Monções;SP;0.772;0.731;0.814;0.773
3118;Mondaí;SC;0.748;0.728;0.875;0.657
3119;Mongaguá;SP;0.754;0.719;0.854;0.699
3120;Monjolos;MG;0.650;0.612;0.819;0.548
3121;Monsenhor Gil;PI;0.615;0.568;0.781;0.524
3122;Monsenhor Hipólito;PI;0.561;0.591;0.739;0.404
3123;Monsenhor Paulo;MG;0.721;0.682;0.839;0.654
3124;Monsenhor Tabosa;CE;0.610;0.545;0.773;0.538
3125;Montadas;PB;0.590;0.545;0.748;0.505
3126;Montalvânia;MG;0.613;0.586;0.799;0.492
3127;Montanha;ES;0.667;0.679;0.816;0.535
3128;Montanhas;RN;0.557;0.553;0.700;0.447
3129;Montauri;RS;0.764;0.790;0.852;0.662
3130;Monte Alegre;PA;0.589;0.541;0.764;0.495
3131;Monte Alegre;RN;0.609;0.578;0.770;0.507
3132;Monte Alegre de Goiás;GO;0.615;0.592;0.816;0.481
3133;Monte Alegre de Minas;MG;0.674;0.699;0.848;0.516
3134;Monte Alegre de Sergipe;SE;0.553;0.539;0.726;0.431
3135;Monte Alegre do Piauí;PI;0.578;0.531;0.768;0.474
3136;Monte Alegre do Sul;SP;0.759;0.752;0.858;0.678
3137;Monte Alegre dos Campos;RS;0.650;0.667;0.822;0.501
3138;Monte Alto;SP;0.768;0.746;0.859;0.707
3139;Monte Aprazível;SP;0.785;0.781;0.861;0.720
3140;Monte Azul;MG;0.659;0.611;0.811;0.578
3141;Monte Azul Paulista;SP;0.753;0.733;0.843;0.690
3142;Monte Belo;MG;0.688;0.677;0.847;0.567
3143;Monte Belo do Sul;RS;0.752;0.752;0.852;0.663
3144;Monte Carlo;SC;0.643;0.648;0.804;0.511
3145;Monte Carmelo;MG;0.728;0.716;0.868;0.620
3146;Monte Castelo;SC;0.675;0.641;0.826;0.581
3147;Monte Castelo;SP;0.741;0.706;0.814;0.709
3148;Monte das Gameleiras;RN;0.598;0.560;0.752;0.509
3149;Monte do Carmo;TO;0.622;0.608;0.808;0.489
3150;Monte Formoso;MG;0.541;0.523;0.765;0.396
3151;Monte Horebe;PB;0.587;0.579;0.755;0.463
3152;Monte Mor;SP;0.733;0.713;0.863;0.639
3153;Monte Negro;RO;0.607;0.645;0.762;0.454
3154;Monte Santo;BA;0.506;0.515;0.699;0.359
3155;Monte Santo de Minas;MG;0.710;0.689;0.874;0.595
3156;Monte Santo do Tocantins;TO;0.620;0.572;0.760;0.547
3157;Monte Sião;MG;0.724;0.732;0.878;0.590
3158;Monteiro;PB;0.628;0.625;0.709;0.558
3159;Monteiro Lobato;SP;0.710;0.692;0.826;0.627
3160;Monteirópolis;AL;0.539;0.497;0.710;0.443
3161;Montenegro;RS;0.755;0.761;0.866;0.654
3162;Montes Altos;MA;0.575;0.534;0.732;0.486
3163;Montes Claros;MG;0.770;0.707;0.868;0.744
3164;Montes Claros de Goiás;GO;0.707;0.704;0.806;0.622
3165;Montezuma;MG;0.587;0.587;0.809;0.425
3166;Montividiu;GO;0.733;0.738;0.827;0.644
3167;Montividiu do Norte;GO;0.613;0.578;0.816;0.488
3168;Morada Nova;CE;0.610;0.569;0.758;0.525
3169;Morada Nova de Minas;MG;0.696;0.688;0.830;0.590
3170;Moraújo;CE;0.581;0.495;0.768;0.516
3171;Moreilândia;PE;0.600;0.522;0.768;0.540
3172;Moreira Sales;PR;0.675;0.673;0.802;0.570
3173;Moreno;PE;0.652;0.610;0.805;0.564
3174;Mormaço;RS;0.714;0.735;0.860;0.576
3175;Morpará;BA;0.558;0.536;0.732;0.444
3176;Morretes;PR;0.686;0.710;0.837;0.544
3177;Morrinhos;CE;0.588;0.524;0.760;0.511
3178;Morrinhos;GO;0.734;0.739;0.862;0.621
3179;Morrinhos do Sul;RS;0.711;0.720;0.842;0.593
3180;Morro Agudo;SP;0.712;0.716;0.836;0.604
3181;Morro Agudo de Goiás;GO;0.695;0.644;0.826;0.630
3182;Morro Cabeça no Tempo;PI;0.542;0.472;0.774;0.435
3183;Morro da Fumaça;SC;0.738;0.732;0.825;0.665
3184;Morro da Garça;MG;0.648;0.619;0.816;0.538
3185;Morro do Chapéu;BA;0.588;0.554;0.766;0.478
3186;Morro do Chapéu do Piauí;PI;0.550;0.536;0.742;0.418
3187;Morro do Pilar;MG;0.597;0.622;0.809;0.422
3188;Morro Grande;SC;0.701;0.742;0.847;0.548
3189;Morro Redondo;RS;0.702;0.719;0.864;0.557
3190;Morro Reuter;RS;0.743;0.733;0.858;0.653
3191;Morros;MA;0.548;0.485;0.706;0.480
3192;Mortugaba;BA;0.618;0.598;0.771;0.513
3193;Morungaba;SP;0.715;0.726;0.802;0.627
3194;Mossâmedes;GO;0.706;0.696;0.811;0.623
3195;Mossoró;RN;0.720;0.694;0.811;0.663
3196;Mostardas;RS;0.664;0.701;0.849;0.493
3197;Motuca;SP;0.741;0.685;0.859;0.691
3198;Mozarlândia;GO;0.683;0.684;0.825;0.565
3199;Muaná;PA;0.547;0.540;0.775;0.391
3200;Mucajaí;RR;0.665;0.661;0.813;0.547
3201;Mucambo;CE;0.607;0.565;0.732;0.541
3202;Mucugê;BA;0.606;0.589;0.787;0.480
3203;Muçum;RS;0.746;0.757;0.840;0.654
3204;Mucuri;BA;0.665;0.679;0.801;0.541
3205;Mucurici;ES;0.666;0.617;0.828;0.577
3206;Muitos Capões;RS;0.702;0.711;0.873;0.558
3207;Muliterno;RS;0.689;0.740;0.808;0.547
3208;Mulungu;CE;0.607;0.551;0.759;0.534
3209;Mulungu;PB;0.565;0.548;0.778;0.423
3210;Mulungu do Morro;BA;0.566;0.517;0.753;0.466
3211;Mundo Novo;BA;0.590;0.606;0.791;0.429
3212;Mundo Novo;GO;0.634;0.642;0.812;0.488
3213;Mundo Novo;MS;0.686;0.707;0.808;0.565
3214;Munhoz;MG;0.647;0.634;0.821;0.520
3215;Munhoz de Melo;PR;0.726;0.704;0.856;0.634
3216;Muniz Ferreira;BA;0.617;0.581;0.761;0.531
3217;Muniz Freire;ES;0.645;0.637;0.821;0.512
3218;Muquém de São Francisco;BA;0.549;0.488;0.761;0.445
3219;Muqui;ES;0.694;0.673;0.802;0.619
3220;Muriaé;MG;0.734;0.731;0.853;0.634
3221;Muribeca;SE;0.626;0.575;0.771;0.554
3222;Murici;AL;0.527;0.542;0.685;0.395
3223;Murici dos Portelas;PI;0.530;0.489;0.777;0.391
